Data,FR0007052782
02/1991,10000
03/1991,10322.851352509464
04/1991,10116.411256544607
05/1991,10590.49712975582
06/1991,10061.374288677496
07/1991,10288.556729374124
08/1991,10928.656815831999
09/1991,11022.090705950051
10/1991,10879.6033391155
11/1991,10196.181866602441
12/1991,10346.16365157593
01/1992,10990.35187465493
02/1992,11622.722909304923
03/1992,11383.98916471285
04/1992,11908.117804582365
05/1992,11934.32871056384
06/1992,11332.02954701222
07/1992,10601.447329552402
08/1992,10177.578164436389
09/1992,10488.672200829793
10/1992,10520.683798094286
11/1992,10697.767751232193
12/1992,11217.38011764054
01/1993,10702.664042398566
02/1993,11980.58556662376
03/1993,12269.526301417787
04/1993,11715.890146211048
05/1993,11423.013707453536
06/1993,12143.572197928832
07/1993,12983.384128144473
08/1993,13793.686417720473
09/1993,13156.877163496843
10/1993,13573.037813843686
11/1993,13127.090576521794
12/1993,14108.108604433353
01/1994,14520.823720001981
02/1994,13919.633244246148
03/1994,12949.101841928814
04/1994,13476.577745675973
05/1994,12664.497287460032
06/1994,11998.468154160739
07/1994,13289.440159777852
08/1994,13248.818677034433
09/1994,12030.592284059885
10/1994,12197.396739845617
11/1994,12650.444413257717
12/1994,12040.822216056093
01/1995,11509.811702764846
02/1995,11373.426894263102
03/1995,11903.035407643678
04/1995,12286.8248298103
05/1995,12510.181574840395
06/1995,12184.007753838934
07/1995,12675.040732625315
08/1995,12430.184526683475
09/1995,11800.48483061207
10/1995,11967.170324630413
11/1995,12064.838677740336
12/1995,12350.839545985698
01/1996,13334.999363067252
02/1996,13133.250362411767
03/1996,13486.770195808016
04/1996,14171.351336659636
05/1996,13999.905448580064
06/1996,14337.544638743799
07/1996,13549.383209491933
08/1996,13374.84296957201
09/1996,14472.947625429499
10/1996,14522.435971887035
11/1996,15714.399130337859
12/1996,15720.18813591558
01/1997,17083.325093841446
02/1997,17698.505333214078
03/1997,18028.201870177683
04/1997,17924.169941477576
05/1997,17639.977364344733
06/1997,19800.790498620067
07/1997,21399.035237089513
08/1997,19271.190570452098
09/1997,20921.150314330353
10/1997,19046.475875220694
11/1997,19876.146233906016
12/1997,20849.616213750378
01/1998,22051.621302204694
02/1998,23784.48492599966
03/1998,26934.578618949523
04/1998,26980.412945824053
05/1998,28254.390731788815
06/1998,29697.427893053802
07/1998,29567.19305653656
08/1998,25841.752492819305
09/1998,22624.44650908111
10/1998,24918.856877938473
11/1998,27180.554198516173
12/1998,27883.5348120515
01/1999,30065.780381379725
02/1999,28937.025970820287
03/1999,29676.022485604273
04/1999,31161.623895377692
05/1999,30933.86718689575
06/1999,32575.796500913333
07/1999,31559.758022847516
08/1999,33045.06524112487
09/1999,33054.25221719185
10/1999,35186.9547279448
11/1999,38440.18349439312
12/1999,42877.078023377064
01/2000,40720.02514052785
02/2000,44533.92012748421
03/2000,45212.24668978398
04/2000,46232.24498376865
05/2000,46537.027141852835
06/2000,46953.31721689415
07/2000,47703.76533952635
08/2000,48298.46613668216
09/2000,45679.22417841858
10/2000,46624.544305229465
11/2000,43192.49281789296
12/2000,43177.51146631621
01/2001,43693.58502501631
02/2001,39088.26237483765
03/2001,37721.91296302022
04/2001,41060.53312781118
05/2001,40196.209194171446
06/2001,38784.946833036876
07/2001,37765.733446535196
08/2001,34815.87065017233
09/2001,30277.168240138875
10/2001,32217.381425816722
11/2001,33210.80145938168
12/2001,34312.0892950331
01/2002,33097.854461397736
02/2002,33099.5529003818
03/2002,34766.68890727995
04/2002,33194.59062141408
05/2002,32230.87038714199
06/2002,29611.097085053865
07/2002,25991.893621677547
08/2002,25612.427369265206
09/2002,21127.50099755336
10/2002,23957.334245361504
11/2002,25295.513063110353
12/2002,23298.080836723937
01/2003,22334.81693887639
02/2003,20932.895332511176
03/2003,19903.046563587555
04/2003,22564.493438732436
05/2003,23223.82606781162
06/2003,24175.49026155099
07/2003,25159.35372567544
08/2003,25946.86666094013
09/2003,24559.02787803696
10/2003,26420.0397305097
11/2003,26818.570337511977
12/2003,27859.49423586167
01/2004,28487.870083835824
02/2004,29163.164927997557
03/2004,28376.831501725952
04/2004,28800.934880833975
05/2004,29418.23579978089
06/2004,30157.252246387423
07/2004,29457.125824242063
08/2004,29024.392939326022
09/2004,29394.075102291317
10/2004,29922.530578223465
11/2004,30389.81914124826
12/2004,30957.752026710183
01/2005,31703.599746482152
02/2005,32616.165165222912
03/2005,32938.38855933787
04/2005,31738.948937166468
05/2005,33962.38911232639
06/2005,35023.625414529226
07/2005,36860.210406034435
08/2005,36418.86279568732
09/2005,38072.43548612531
10/2005,36710.68466986397
11/2005,37868.81129975331
12/2005,39096.109216338555
01/2006,41017.939735362794
02/2006,41444.2320503191
03/2006,43262.310380627925
04/2006,42984.335692808636
05/2006,41621.80046556409
06/2006,42161.976184234285
07/2006,42534.231378958604
08/2006,43846.65886103475
09/2006,44570.603280787815
10/2006,45399.379093982156
11/2006,45315.83367065256
12/2006,47140.95505574705
01/2007,47697.27252229229
02/2007,46912.61894198146
03/2007,47905.01679103056
04/2007,50735.398372388925
05/2007,52851.16318165709
06/2007,52687.50009698308
07/2007,50062.02411183268
08/2007,49289.8559106643
09/2007,49740.8410993378
10/2007,50888.0605431146
11/2007,49472.88560191666
12/2007,48980.537421801906
01/2008,42482.151650706124
02/2008,41782.96044876128
03/2008,41053.888124550234
04/2008,43783.32639489417
05/2008,44911.75084454912
06/2008,39811.098391185355
07/2008,39436.9054699394
08/2008,40240.75959042886
09/2008,36251.97101760122
10/2008,31351.845698016212
11/2008,29525.542333325953
12/2008,29148.43107136419
01/2009,26938.232295797177
02/2009,24480.483881444896
03/2009,25425.2837637673
04/2009,28810.898508756272
05/2009,30529.576875345803
06/2009,29367.798966951395
07/2009,32064.86170762921
08/2009,34249.15770660863
09/2009,35571.9365933173
10/2009,33805.11837619787
11/2009,34627.559672638396
12/2009,37095.99817736207
01/2010,35232.85785823636
02/2010,34943.47881488486
03/2010,37434.92883872016
04/2010,35966.63854142368
05/2010,33906.02701359135
06/2010,33401.8996295802
07/2010,35376.58779878171
08/2010,33957.667821410505
09/2010,36133.43674626127
10/2010,37276.62666776894
11/2010,35295.2505514236
12/2010,37208.01691635735
01/2011,39163.16396143039
02/2011,40188.18346486729
03/2011,38995.08176805953
04/2011,40286.056045767895
05/2011,40142.85957465464
06/2011,40093.50580376882
07/2011,37003.889575788584
08/2011,32827.41224153947
09/2011,30179.18334273729
10/2011,32813.19400409747
11/2011,32001.69243394259
12/2011,32144.816792892267
01/2012,33549.476569340986
02/2012,35117.29426370217
03/2012,34882.59290401979
04/2012,32839.43959177602
05/2012,31475.03325013795
06/2012,33598.88654199756
07/2012,34621.177451995725
08/2012,35901.06889872525
09/2012,35460.0624863759
10/2012,36239.562885168845
11/2012,37635.69197970603
12/2012,38597.102726994744
01/2013,39569.4793494652
02/2013,39462.087623083644
03/2013,39610.96554623501
04/2013,41058.344496371195
05/2013,42821.16547127565
06/2013,40709.77118559289
07/2013,43495.98166197287
08/2013,42845.215222934996
09/2013,45192.03220732568
10/2013,46889.03857823684
11/2013,46932.729193587445
12/2013,47056.44894288429
01/2014,45630.49308128477
02/2014,48275.77578341493
03/2014,48155.89642763586
04/2014,49379.594412098304
05/2014,50509.8762744832
06/2014,49665.33824691945
07/2014,47689.53592031642
08/2014,49194.6779722052
09/2014,49653.19943130209
10/2014,47625.339766386955
11/2014,49407.782217277396
12/2014,48210.45666815542
01/2015,51951.74223773161
02/2015,55858.939986387646
03/2015,56873.13695145437
04/2015,57281.79144310116
05/2015,57554.553190035935
06/2015,55354.02582031762
07/2015,58759.93339131857
08/2015,53780.365225533904
09/2015,51560.42612720763
10/2015,56715.89397633064
11/2015,57433.95046443338
12/2015,53835.29947756011
01/2016,51281.9025457933
02/2016,50595.075977021566
03/2016,51047.79379344711
04/2016,51762.64396270211
05/2016,53575.73790273334
06/2016,50717.02953537383
07/2016,53166.77875537849
08/2016,53136.687967332895
09/2016,53325.90958621395
10/2016,54089.97148563635
11/2016,54959.25234503198
12/2016,58472.006891586636
01/2017,57107.2387049964
02/2017,58426.700737516774
03/2017,61697.43505973885
04/2017,63625.160109982346
05/2017,64891.02265310202
06/2017,63134.815926219846
07/2017,62828.67455620016
08/2017,62714.71682560317
09/2017,65799.47451719362
10/2017,67962.06202533745
11/2017,66371.63918392756
12/2017,65750.76608416873
01/2018,67847.58030736487
02/2018,65849.26481178647
03/2018,64057.70411211867
04/2018,68676.69284551025
05/2018,68285.63153723747
06/2018,67620.22059465799
07/2018,70004.29093465098
08/2018,68666.1871798263
09/2018,69847.6516103982
10/2018,64784.621802663154
11/2018,63671.380369798084
12/2018,60339.46453098187
01/2019,63699.33543930455
02/2019,66849.9788101954
03/2019,68378.43165092538
04/2019,71734.41295026372
05/2019,67942.47427882967
06/2019,72567.83151927649
07/2019,72346.27216317097
08/2019,71830.71529697253
09/2019,74502.47329983987
10/2019,75170.17995897196
11/2019,77503.82793498473
12/2019,78520.56666549292
01/2020,76373.30793798137
02/2020,69827.49282684417
03/2020,57947.31023774166
04/2020,60293.21822742032
05/2020,62317.30397429793
06/2020,65720.23017577085
07/2020,63971.11121145713
08/2020,66144.60888186013
09/2020,64344.72403054966
10/2020,61528.995679863634
11/2020,73895.0799558925
12/2020,74437.68290355337
01/2021,72486.44038222573
02/2021,76552.85898256014
03/2021,81525.61317982963
04/2021,84417.8429093419
05/2021,87805.2685513737
06/2021,88863.3181694804
07/2021,90293.27916429359
08/2021,91199.64694678107
09/2021,89194.56812875792
10/2021,93421.4186775739
11/2021,91998.03325685872
12/2021,97930.07051730693
01/2022,95913.52629872615
02/2022,91233.83996780658
03/2022,91329.07975374877
04/2022,90148.40045251942
05/2022,90569.54507959084
06/2022,83130.67643217344
07/2022,90606.04380298848
08/2022,86043.1037601527
09/2022,81032.9523427147
10/2022,88109.60401656877
11/2022,94790.90091511796
12/2022,91161.20032611588
01/2023,99848.5642333882
02/2023,102449.94272174808
03/2023,103308.17343515763
04/2023,106424.27710299102
05/2023,102294.41960567901
06/2023,106900.7131929685
07/2023,108373.70320196086
08/2023,105733.66253028026
09/2023,103202.70843827853
10/2023,99573.77658882736
11/2023,105777.76377960246
12/2023,109252.18194787568
01/2024,111015.08581109208
02/2024,114923.81653223779
03/2024,119055.09990113028
04/2024,116731.6673899362